video_id,comment
KGn-erOG-Bs,Nonsense song
KGn-erOG-Bs,Amazing 😍
KGn-erOG-Bs,Kon Kon single haa
KGn-erOG-Bs,Laal pari kya hui 🤔🤔🤔
KGn-erOG-Bs,Lal pari...red label...😂😂😂
KGn-erOG-Bs,old vibe a fter a really long time
KGn-erOG-Bs,One bottle down 2.0 coming soon!!!!!
KGn-erOG-Bs,Blockbuster ❤
KGn-erOG-Bs,Nice look song 🍀
KGn-erOG-Bs,Agle 7 saal frse 😂😂😂❤❤❤ Honey Singh ❤🎉😊
KGn-erOG-Bs,"58 M views 💥 
954 K like 💥
Trending #2 M"
KGn-erOG-Bs,Lal pari honey paji ko 21 topo ki salami lal par❤❤❤❤😊
KGn-erOG-Bs,🔥🔥🔥🔥
KGn-erOG-Bs,feel old honey Singh voice 😅
KGn-erOG-Bs,"All time block booster.... 😅 
... 👌 super party song 🎵"
KGn-erOG-Bs,Awesome 👌 yo yo honey Rock 🎉
KGn-erOG-Bs,Like krdo nhi to fail exam mai maa ksm🥸
KGn-erOG-Bs,Raja 😂 konsi bottle 🍼 kholyga😅
KGn-erOG-Bs,❤️❤️♥️♥️♥️❣️⭐⭐⭐👌🫰
KGn-erOG-Bs,Bigg Boss 13 ki contestant Soundarya sharma kis kis ko dikhai diya h like kre 👆👍👍
KGn-erOG-Bs,Old Era is back 🗿🗿
KGn-erOG-Bs,YO YO HONEY SINGH DAY BY DAY 📈📈
KGn-erOG-Bs,OG ❤
KGn-erOG-Bs,😂😂😂😂😂
KGn-erOG-Bs,Soundarya ❤❤❤
KGn-erOG-Bs,yo yo honey singh
KGn-erOG-Bs,Old yo yo paji🔥🔥
KGn-erOG-Bs,Yo yo honey Singh 🤘😎🤏
KGn-erOG-Bs,Superb song pajji ❤❤
KGn-erOG-Bs,hera feri 3 kab ayega babu vai
KGn-erOG-Bs,*Mangwa do mujhe lal Pari❤❤❤🎉🎉*
KGn-erOG-Bs,Top of the year❤❤
KGn-erOG-Bs,❤
KGn-erOG-Bs,Where is yoyo paji
KGn-erOG-Bs,@Shoan_47 😂lal Pari
KGn-erOG-Bs,Awesome laal pari 🎉🎉🎉
KGn-erOG-Bs,"Yo Yo just reloaded 😎👑"""
KGn-erOG-Bs,Jhat barabar lyrics meaning only for video viewa agya man lo dost jis gana ke hook pe honey Singh ko tm pasand krte he wo ab lout ke nyy ane wlaa that too claimed by other singer ki unka likha hua h 🥲
KGn-erOG-Bs,Hard to delex 😂
KGn-erOG-Bs,Old vibes
KGn-erOG-Bs,Back honey Singh 🎉🎉🎉
KGn-erOG-Bs,Kon kon 2030 me sun rha hai😅
KGn-erOG-Bs,Song is amazing
KGn-erOG-Bs,😅😊😅☺️😆😅
KGn-erOG-Bs,Yoyo ❤❤
KGn-erOG-Bs,Hii
KGn-erOG-Bs,🎉🎉
KGn-erOG-Bs,"Brain: bas kar ja or kitna sunega 
Heart: bas ek bar or 
 
Honey singh ❌ goat✅"
KGn-erOG-Bs,Yo I'd I'll if
KGn-erOG-Bs,😂😂😂❤
KGn-erOG-Bs,Abe pure song surf lal pri se bhara ho bska song😂😂
KGn-erOG-Bs,Is this a song Bollywood is seriously getting shitting with passing time😂😂😂
KGn-erOG-Bs,Honey paji nai ruk raha ab to 😂😂🤣
KGn-erOG-Bs,👌👌👌👌👌👌👌👌👌
KGn-erOG-Bs,This is amazing  LAAL PARI   NO 1 TRENDING ❤❤🎉Song
KGn-erOG-Bs,Yoyo 🎉
KGn-erOG-Bs,Saundarya looking best here ❤
KGn-erOG-Bs,લાલ પરી
KGn-erOG-Bs,Jay mahakal Baba
KGn-erOG-Bs,🎉🎉
KGn-erOG-Bs,TRENDING 1 PE LAOO GUYSS DUBARA😊
KGn-erOG-Bs,Itne logon ne agar Prashant Tripathi ko dekha hota toh Kitna kuchh better ho sakta tha 😅😂😂
KGn-erOG-Bs,16 days continuous trending 1👑
KGn-erOG-Bs,Cru dg dg di vej xsg qu eg. Fh eg ir nhi infh dg fh di! Ch t ch gq fh eg gk dha; ft c gyfh fg kfb jrv frock V V; vh vhh eyi! V bjbtyvty V; v h! Har kg ho gaya gya ga tur. Ivory ka! Vb
KGn-erOG-Bs,Push it for #1 again 😢😢😢😢😢😢😢
KGn-erOG-Bs,1:40
KGn-erOG-Bs,🎉🎉🎉
KGn-erOG-Bs,19 may 25🤚
KGn-erOG-Bs,Yo yo honey singh ne lyrics likhe after so long just wow ❤❤❤❤❤❤
KGn-erOG-Bs,Kehendi yo yo honey singha ❤
KGn-erOG-Bs,@kathakahanikavita
KGn-erOG-Bs,❤❤❤🎉🎉🎉🎉
KGn-erOG-Bs,Awesome👍👏👏👏👏👍
KGn-erOG-Bs,100 MILLION kraoo guyss❤🎉
KGn-erOG-Bs,👍
KGn-erOG-Bs,Yo yo gn gi hai
KGn-erOG-Bs,Sonam is ❤
KGn-erOG-Bs,"Chakko chakko chakko yaaro ""laal pari"" aaj to jeelo aaj to jeelo kal ki hai kisko padi🔥🔥🔥🍷"
KGn-erOG-Bs,Sala hindi movis  ab dekhane Layak nahi hai Sala ye samaj me gandgi kar ragi hai
KGn-erOG-Bs,58✅️
KGn-erOG-Bs,Honey ❤❤
KGn-erOG-Bs,May Youtube hu
KGn-erOG-Bs,Nai puwa nai
KGn-erOG-Bs,Lal pari Lal pari ❤
KGn-erOG-Bs,Yo yo honey Singh ❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Yrr dream 11 ka ad😡 paresan kiya hai😡😡😡😡
KGn-erOG-Bs,"Paji yo,yo ❤❤❤❤"
KGn-erOG-Bs,@_masti_423_short
KGn-erOG-Bs,So beautiful ❤️
KGn-erOG-Bs,Very very nice 🎉❤
KGn-erOG-Bs,1 million likes soon
KGn-erOG-Bs,😅laal pari= Red lebel🍷🍷
KGn-erOG-Bs,"Yo Yo Honey is back with wonderful song. And female vocalist lifted this song upper level📈

Kudi kehndi yo yo honey singa🤟🤟"
KGn-erOG-Bs,Yoyo paaji 😎💎🔝
KGn-erOG-Bs,😁i  am from Punjab police
KGn-erOG-Bs,Kya hi song hai bhai❤
KGn-erOG-Bs,🤩vibe to aaraha hai ab
KGn-erOG-Bs,❤kendi yo yo honey singha
KGn-erOG-Bs,Yo yo honey Singh is back
KGn-erOG-Bs,Kuchh v gaa rha hai honey bhai old wala version lao yarrr
KGn-erOG-Bs,Only dance o
KGn-erOG-Bs,0:12 💯🔥
KGn-erOG-Bs,Good 👍👍👍👍
KGn-erOG-Bs,Muje to ye lagra hai ananya ka baap chunkery pandey hai killer
KGn-erOG-Bs,Yo yo ❤
KGn-erOG-Bs,Bluetooth era is back ❤❤
KGn-erOG-Bs,Trending 1❤still
KGn-erOG-Bs,Yo yo honey singh ❤
KGn-erOG-Bs,@Ekanshkids-xw7eb
KGn-erOG-Bs,Laal pari laal para sab sunn rhe hai yeh song 😂❤
KGn-erOG-Bs,Hai gamri laga Tha bgm son ke 💀
KGn-erOG-Bs,Baaap of alll
KGn-erOG-Bs,14days trending one❤
KGn-erOG-Bs,Best song
KGn-erOG-Bs,❤❤❤❤❤
KGn-erOG-Bs,❤❤❤❤
KGn-erOG-Bs,❤❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Omg 😱
KGn-erOG-Bs,Allready Blockbuster Ho Gaya 🗿🗿
KGn-erOG-Bs,sonam bajwa in honey paji song
KGn-erOG-Bs,Aavade aavade🎉🎉🎉🎉🎉
KGn-erOG-Bs,2:01
KGn-erOG-Bs,king
KGn-erOG-Bs,Wiggle wiggle wiggle
KGn-erOG-Bs,Wiggle wiggle wiggle
KGn-erOG-Bs,Awesome👍👏👏👏👏👍👍
KGn-erOG-Bs,100 million cross karwao bhai log 1 month ke andar ❤❤
KGn-erOG-Bs,Box office collection 📈📈
KGn-erOG-Bs,Sanjay dutt 🤘🤘🤠
KGn-erOG-Bs,🎉🎉
KGn-erOG-Bs,0:16 Jacqueline Fernandez ........🥶
KGn-erOG-Bs,Kudos to Simar Kaur and Yo Yo Honey Singh
KGn-erOG-Bs,Yo yo honey always ❤
KGn-erOG-Bs,बिस्तर पर लेट कर कौन कौन देख रहे हो 😂❤😂😮
KGn-erOG-Bs,Yoyo honey Singh 🔥🦁💯💯💯
KGn-erOG-Bs,Old honey sing back
KGn-erOG-Bs,Honey Singh 🤩🤩
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Only Jacqueline nd sonam bajwa giving justice to acting nd the song
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,❤❤
KGn-erOG-Bs,Very nice song
KGn-erOG-Bs,16 day's still on Trending #1⚡
KGn-erOG-Bs,Yo yo honey Singh is the best 👌0:59
KGn-erOG-Bs,Ya ha key lal pari 😜😗😉
KGn-erOG-Bs,Abhishek bachan fans please come🎉
KGn-erOG-Bs,The next level song h yrr
KGn-erOG-Bs,Mood bana diya 🥂
KGn-erOG-Bs,ApnaYoYo Sabka YoYo Back to Back hits🗿
KGn-erOG-Bs,0:08 this line was lit🔥🔥
KGn-erOG-Bs,Thankyou for 1k subscribe 🎉❤
KGn-erOG-Bs,Ismein villain Jacky Shroff hai
KGn-erOG-Bs,Thank You For 1 Subscribe 😢
KGn-erOG-Bs,"कितने लोग सहमत है कि अब POK लेने का समय आ गया

है जय हिंद जय भारत"
KGn-erOG-Bs,Og song❤❤❤
KGn-erOG-Bs,Lal pari 2 🎉
KGn-erOG-Bs,Awesome mind blowing fantastic yo yo Honey Singh lovely singer oh my God
KGn-erOG-Bs,Yoyo ne pure bollywood ko dance kara diya ek song me ❤❤❤ 0:41
KGn-erOG-Bs,Yo yo honey singh❤
KGn-erOG-Bs,Comments karte raho bhai log
KGn-erOG-Bs,Yo yo honey Singh 🔥🔥🔥🔥👑
KGn-erOG-Bs,Yo yo
KGn-erOG-Bs,❤❤❤❤❤❤❤ yoyo honey Singh legend paji thoko like you to be happy 😁❤❤❤❤❤❤❤
KGn-erOG-Bs,Yo yo honey Singh 😎
KGn-erOG-Bs,Yo yo yo yo up up up up
KGn-erOG-Bs,Thanks for 700 subscribers ❤🎉
KGn-erOG-Bs,😮
KGn-erOG-Bs,Viral yo yo ⚡💀
KGn-erOG-Bs,Ma Kasam hai jisne subscribe nahi kiya vo exam me fail hoga😂😂
KGn-erOG-Bs,Sonammmm❤❤❤
KGn-erOG-Bs,Put your handsup 🙌
KGn-erOG-Bs,"Be ready for yo yo paji comeback ......
Bigger than GTA 6 ...."
KGn-erOG-Bs,Lal pari 1:45
KGn-erOG-Bs,"10:30 am
2025
0183
Mon, may 19"
KGn-erOG-Bs,17 days and still no1 trending
KGn-erOG-Bs,1:57 best
KGn-erOG-Bs,🔥🔥🔥🔥🔥🔥🔥🔥🔥
KGn-erOG-Bs,1:42 🔥
KGn-erOG-Bs,🤔🤔🤔🤔🤔🧡🧡🧡👍👍👈👈
KGn-erOG-Bs,Hii
KGn-erOG-Bs,19/05/2025 me kon dekh raha h song ko like kro or batao ❤❤❤
KGn-erOG-Bs,Yo yo honey singh in the house bby ❤
KGn-erOG-Bs,What a Vibe ylll 😯 YO YO SIR IS 🔥🔥🔥
